code,points,name,group,subgroup
75816B,7109,腹壁縫合裂開剜臟術，第二次縫合 Suture of abdominal wall for evisceration of dehiscence for secondary closure,第七節,腹壁損傷修復術
75817C,21429,腹腔鏡腹腔內膿瘍引流術治療急性穿孔性腹膜炎 Laparoscopic Drainage of intraabdominal abscess for acute perforation peritonitis 註：腸曲膿瘍引流術(drainage of inter loop abscess)比照申報。,第七節,腹腔鏡鼠蹊疝氣修補術
75818B,17242,腹腔鏡膈下膿瘍引流術 Laparoscopic drainage of subphrenic abscess 註：後腹腔或肝上膿瘍引流術(retroperitoneal or suprahepatic abscess drainage)比照申報。,第七節,腹腔鏡鼠蹊疝氣修補術
75819C,16982,腹腔鏡骨盆腔膿瘍引流術－經腹 Laparoscopic Drainage of pelvic abscess- transabdominal,第七節,骨盆腔膿瘍引流術
75820B,19580,腹腔鏡腹腔探查術 Exploratory Laparoscopic Surgery 註：如即時手術，按各該手術項目支付點數申報。,第七節,骨盆腔膿瘍引流術
75821B,23475,"腹腔鏡腹腔內良性腫瘤切除術 Laparoscopic excision of intraabdominal tumor, benign",第七節,骨盆腔膿瘍引流術
75822B,29608,"腹腔鏡後腹腔良性腫瘤切除術 Laparoscopic excision of retroperitoneal tumor,benign",第七節,骨盆腔膿瘍引流術
75823B,15679,腹腔鏡腹腔內異物卻除術 Laparoscopic removal of intraabdominal foreign body,第七節,骨盆腔膿瘍引流術
75824B,15781,腹腔鏡後腹腔探查術 Laparoscopic retroperitoneal exploration,第七節,骨盆腔膿瘍引流術
75825B,27012,"腹腔鏡腹腔內惡性腫瘤切除術 Laparoscopic excision of intraabdominal tumor, malignant",第七節,骨盆腔膿瘍引流術
75826B,35074,"腹腔鏡後腹腔惡性腫瘤切除術併後腹腔淋巴腺摘除術 Laparoscopic excision of retroperitoneal tumor,malignant with retroperitoneal lymphadenectomy",第七節,骨盆腔膿瘍引流術
76001B,5946,腎周圍或腎臟腫瘤之引流術 Drainage abscess perirenal or renal,第七節,門吻合術
76002B,16584,腎盂切開探查引流或切除 Pyelotomy with exploration drainage or pyelolithotomy,第七節,門吻合術
76003B,7572,腎臟切片手術 Open renal biopsy Open renal biopsy,第七節,門吻合術
76004B,10198,腎切除術 Nephrectomy 註：受腎者腎切除術比照申報。,第七節,門吻合術
76005B,14240,腎部份切除術 Partial nephrectomy 註：腎半切除術heminephrectomy 比照申報。,第七節,門吻合術
76006B,5880,"腎囊切除術，單側 Decapsulation cyst kidney, unilateral",第七節,門吻合術
76007B,25780,"根治性腎切除術併行淋巴清掃術或合併局部淋巴切除術 Radical nephrectomy with lymphadectomy,or with regional LND",第七節,門吻合術
76008B,7080,腎袋狀成形術 Kidney masupialization,第七節,門吻合術
76009C,6828,腎臟固定術：固定式懸掛 Nephropexy fixation or suspension,第七節,門吻合術
76010C,6340,"腎臟造瘻術（手術） Nephrostomy, operative",第七節,門吻合術
76011B,10757,腎內取石及腎盂取石術 Nephro-pyelolithotomy,第七節,門吻合術
76012B,15060,腎鹿角石取石術 Stag-horn stone nephro-pyelolithotomy,第七節,門吻合術
76013B,14580,腎縫合術 Nephrorrhaphy,第七節,門吻合術
76014B,14407,腎盂成形術 Pyeloplasty,第七節,門吻合術
76015B,6440,腎盂造瘻術 Pyelostomy,第七節,門吻合術
76016B,13550,經皮腎結石取石術 Percutaneous nephrostolithotomy (PCNSL) 註： 1.超音波桿、取石網等費用包含於一般材料費內。 2.限泌尿科專科醫師施行。,第七節,門吻合術
76017B,7332,經PCN腎臟鏡術 Nephroscope (including secondary surgical operation of PCNSL) 註： 1.第二次PCNSL比照申報。 2.限泌尿科專科醫師施行。,第七節,門吻合術
76018B,39985,屍體捐腎切除術 Nephrectomy from cadaver donor,第七節,門吻合術
76019B,43138,活體捐腎切除術 Nephrectomy from living donor,第七節,門吻合術
76021B,11530,腹腔鏡腎切除術 Laparoscopic nephrectomy,第七節,門吻合術
76022B,17088,腎血管肌脂肪瘤摘除術 Enucleation of renal hematoma,第七節,門吻合術
76023B,16980,萎縮性腎結石截除術,第七節,門吻合術
76024B,6440,內視鏡腎盂切開術 Endoscopic pyelotomy,第七節,門吻合術
76025B,15179,腎輸尿管切除術，不包括輸尿管膀胱袖口切除術 Nephroureterectomy without bladder cuff excision,第七節,門吻合術
76026B,18826,腎輸尿管切除術，包括輸尿管膀胱袖口切除術 Nephroureterectomy with bladder cuff excision,第七節,門吻合術
76027B,25486,根治性腎切除術 Radical nephrectomy,第七節,門吻合術
76028B,34078,"根治性腎切除術合併下腔靜脈瘤栓切除術 Radical nephrectomy without regional LND,with IVC tumor thrombectomy",第七節,門吻合術
76029B,7056,"(後)腹腔鏡腎臟囊腫除頂術 (Retroperitoneoscopy) Laparoscopy, Renal cyst unroofing",第七節,門吻合術
76030B,35790,"(後)腹腔鏡腎臟輸尿管切除術(Retroperitoneoscopy) Laparoscopy,Nephroureterectomy 註：執行「機械手臂輔助腎臟輸尿管切除術」，須符合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「泌尿科」認證學會認證醫師資格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者 本項不予支付；惟因特殊情形未在規定期限內完成上傳，可檢 具理由後補登錄。",第七節,門吻合術
76031B,34176,"(後)腹腔鏡部分腎臟切除術 (Retroperitoneoscopy) Laparoscopy, Partial nephrectomy 註： 1.腎半切除術heminephrectomy 比照申報。 2.執行「機械手臂輔助部分腎切除」，須符合下列規範： (1)醫師資格： A.具機械手臂輔助手術系統「泌尿科」認證學會認證醫師資 格。 B.前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認 證方式及認證培訓機構證明)予保險人審核通過。 (2)執行手術之醫師名單應報經保險人核定。 (3)適應症： A.術前影像報告為非囊狀腫瘤或囊狀惡性腫瘤。 B.除上述外，術前影像報告懷疑良性腎臟腫瘤，符合下列任",第七節,門吻合術
76032B,10757,"(後)腹腔鏡腎盂取石術 (Retroperitoneoscopy) Laparoscopy, Pyelolithotomy",第七節,門吻合術
76033B,17885,"(後)腹腔鏡腎盂成形術 (Retroperitoneoscopy) Laparoscopy, Pyeloplasty",第七節,門吻合術
76034C,8194,"(後)腹腔鏡腎臟固定術 (Retroperitoneoscopy) Laparoscopy, Nephropexy",第七節,門吻合術
76035B,19375,腹腔鏡腎盂成形術 Laparoscopic pyeloplasty,第七節,門吻合術
76036B,69021,腹腔鏡活體捐腎切除術 Laparoscopic nephrectomy from living donor,第七節,門吻合術
76037B,46385,腹腔鏡根治性腎切除術 Laparoscopic radical nephrectomy 註：執行「機械手臂輔助根治性腎切除術」，須符合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「泌尿科」認證學會認證醫師資格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者 本項不予支付；惟因特殊情形未在規定期限內完成上傳，可檢 具理由後補登錄。,第七節,門吻合術
77001B,7944,－ 上或下三分之一輸尿管,第七節,門吻合術
77002B,6736,－ 中三分之一輸尿管,第七節,門吻合術
77003B,10069,"輸尿管切除術，包括膀胱袖口 Ureterectomy, with bladder cuff",第七節,門吻合術
77004B,8586,－ 單側 unilateral,第七節,門吻合術
77005B,10572,－ 雙側 bilateral,第七節,門吻合術
77006B,8496,－ 單側 unilateral,第七節,門吻合術
77007B,10344,－ 雙側 bilateral,第七節,門吻合術
77008B,12020,輸尿管腎盂造口吻合術或重建術 Ureteropyelostomy or ureteropyeloplasty,第七節,門吻合術
77009B,12040,輸尿管和輸尿管吻合術 Ureteroureterostomy,第七節,門吻合術
77010B,15720,輸尿管及對側輸尿管吻合術 Transureteroureterostomy,第七節,門吻合術
77011B,14082,－ 單側 unilateral,第七節,門吻合術
77012B,16310,－ 雙側 bilateral,第七節,門吻合術
77013B,9600,－ 單側 unilateral,第七節,輸尿管小腸吻合術
77014B,11333,－ 雙側 bilateral,第七節,輸尿管小腸吻合術
77015B,10800,輸尿管乙狀結腸造口吻合術 Ureterosigmoidostomy,第七節,輸尿管小腸吻合術
77016B,12960,－ 單側 unilateral,第七節,以腸管取代全部或部分輸尿管，包括腸管吻合術
77017B,17040,－ 雙側 bilateral,第七節,以腸管取代全部或部分輸尿管，包括腸管吻合術
77018B,8231,－ 單側 unilateral,第七節,輸尿管皮膚吻合術
77019B,10148,－ 雙側 bilateral,第七節,輸尿管皮膚吻合術
77020B,8496,"表皮輸尿管瘻管閉合術 Closure fistula, ureterocutaneous",第七節,輸尿管皮膚吻合術
77021B,10344,"輸尿管膀胱瘻管閉合術 Closuer fistula, ureterovisceral",第七節,輸尿管皮膚吻合術
77022B,13675,輸尿管迴腸皮膚吻合術 Uretero-ileal cutaneous diversion(ilelal conduit),第七節,輸尿管皮膚吻合術
77023C,2506,輸尿管插管術 Ureter catheterization 註：手術中插管不另支付。,第七節,輸尿管皮膚吻合術
77024B,2904,輸尿管狹窄內擴張術 Internal dilatation of ureteral stricture 註：輸尿管鏡另計。,第七節,輸尿管皮膚吻合術
77026B,5537,－ 單純內視鏡操作方式simple endoscopic 註：含鏡檢費用在內。,第七節,輸尿管鏡取石術及碎石術
77027B,9259,－ 併用超音波或電擊方式with SONO/EHL 註：含鏡檢及超音波費用在內。,第七節,輸尿管鏡取石術及碎石術
77028B,7446,－ 併用雷射治療方式 註： 1.含鏡檢費用在內。 2.77028B含一般材料費及雷射光纖，得另加計百分之九十一。,第七節,輸尿管鏡取石術及碎石術
77029B,11680,腹式會陰尿道懸吊術 Abdominal perineal urethral suspension (APUS),第七節,輸尿管鏡取石術及碎石術
77030B,7410,腹腔鏡輸尿管取石術 Laparoscopic Ureterolithotomy,第七節,輸尿管鏡取石術及碎石術
77031B,12877,輸尿管膀胱波氏瓣接合術 Ureterorrhapy,第七節,輸尿管鏡取石術及碎石術
77032B,12960,"輸尿管迴腸經皮分流術(單側) Ureteroileal cutaneous driversion,unilateral",第七節,輸尿管鏡取石術及碎石術
77033B,17040,"輸尿管迴腸經皮分流術(雙側) Ureteroileal cutaneous driversion, bilateral",第七節,輸尿管鏡取石術及碎石術
77034B,7922,經內視鏡輸尿管切開術 Endoscopic ureterotomy 註：含內視鏡費。,第七節,輸尿管鏡取石術及碎石術
77035B,6440,經尿道輸尿管憩室切開術,第七節,輸尿管鏡取石術及碎石術
77036B,9892,"腹腔鏡高位輸尿管皮膚吻合術（單側） Laparoscopy, High cutaneous ureterostomy (unilateral)",第七節,輸尿管鏡取石術及碎石術
77037B,12178,"腹腔鏡高位輸尿管皮膚吻合術（雙側） Laparoscopy, High cutaneous ureterostomy (bilateral)",第七節,輸尿管鏡取石術及碎石術
77038B,15627,腹腔鏡輸尿管成形術－單側 Laparoscopic Ureteroplasty-unilateral,第七節,門吻合術
77039B,22459,－ 單側 unilateral,第七節,腹腔鏡輸尿管膀胱重建術
77040B,26011,－ 雙側 bilateral,第七節,腹腔鏡輸尿管膀胱重建術
78001C,500,"膀胱抽吸 Aspiration bladder, with catheterization",第七節,輸尿管鏡取石術及碎石術
78002C,4956,－ Open method,第七節,輸尿管鏡取石術及碎石術
78003C,3285,－ Trocar method,第七節,輸尿管鏡取石術及碎石術
78004C,4760,膀胱造口閉合 Closure of cystostomy,第七節,輸尿管鏡取石術及碎石術
78005B,4523,膀胱取石術 Cystolithotomy,第七節,輸尿管鏡取石術及碎石術
78006B,5170,單純膀胱頸切開術 Bladder neck incision,第七節,輸尿管鏡取石術及碎石術
78007B,6440,"膀胱憩室之切除（單個或多發性者） Cystotomy for excision of bladder diverticulum, single or multiple",第七節,輸尿管鏡取石術及碎石術
78008C,8027,含膀胱鏡檢,第七節,輸尿管鏡取石術及碎石術
78009B,6770,－ 手術 open method,第七節,輸尿管鏡取石術及碎石術
78010C,9670,膀胱部分切除術 Partial cystectomy,第七節,輸尿管鏡取石術及碎石術
78011B,13799,膀胱全切除術 Cystectomy without pelvis LND without urethrectomy without bladder reconstruction,第七節,輸尿管鏡取石術及碎石術
78012B,27464,膀胱全切除術合併原位新膀胱重建術 Cystectomy without pelvis LND without urethrectomy with orthotopic neo-bladder reconstruction,第七節,輸尿管鏡取石術及碎石術
78013B,21450,膀胱全切除術合併骨盆腔淋巴切除術 Cystectomy with pelvis LND without urethrectomy without bladder reconstruction,第七節,輸尿管鏡取石術及碎石術
78014B,34992,膀胱全切除術及骨盆腔淋巴切除術合併原位新膀胱重建術 Cystectomy with pelvis LND without urethrectomy with orthotopic neo-bladder reconstruction,第七節,輸尿管鏡取石術及碎石術
78015B,8898,膀胱成形術或膀胱尿道成形術 Cystoplasty or cystourethroplasty,第七節,重建術
78016B,10800,膀胱尿道成形術併單側或雙側輸尿管膀胱吻合術 Cystourethroplasty with unilateral or bilateral uretero neo cystotomy,第七節,重建術
